,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
10,60437757cda2,ford sr villas lp,556 deerskin,['IHE0002O000000'],"['0750870F000010', ' 0750870F000020', ' 0750870F000030', ' 0750870F000040', ' 0750870F000050', ' 0750870F000060', ' 0750870F000070', ' 0750870F000080', ' 0750870F000090', ' 0750870F000100', ' 0750870F000110', ' 0750870F000120', ' 0750870F000130', ' 0750870F000140', ' 0750870F000150', ' 0750870F000160', ' 0750870F000170', ' 0750870F000180', ' 0750870F000190', ' 0750870F000200', ' 0750870F000210', ' 0750870F000220', ' 0750870F000230', ' 0750870F000240', ' 0750870F000250', ' 0750870F000260', ' 0750870F000270', ' 0750870F000280', ' 0750870F000290', ' 0750870F000300', ' 0750870F000310', ' 0750870F000320', ' 0750870F000330', ' 0750870F000340', ' 0750870F000350', ' 0750870F000360', ' 0750870F000370', ' 0750870F000380', '']",2007-03-15,2027-03-15 00:00:00,71513.0,2174.0,0.0,-69339.0
11,1bb1fc967881,legends park east lp,290 ayers,['IHE0002P000000'],"['05101700000150', ' 05101700000160', ' 05101700000170']",2010-09-09,2030-09-08 00:00:00,135433.0,697.0,0.0,-134737.0
12,60c3e87f1e78,university place ii lp,1045 e h crump,['IHE0002Q000000'],"['03202000000050', ' 03202000000070', ' 03202000000080', ' 03202000000090', ' 03202000000100', ' 03202000000110', ' 03202000000120', '']",2007-05-31,2027-05-31 00:00:00,264869.0,1172.0,0.0,-263696.0
13,b5e919522bb7,pinebrook key city property management company,3541 mediterranean,['IHE0002R000000'],['7304100001110'],2011-01-01,2030-12-31 00:00:00,44686.0,12380.0,0.0,-32305.0
14,fe365c42b50b,alco saints court partners lp,994 n watkins,['IHE0002S000000'],"['04003100000010', ' 04003200000010']",2010-12-15,2031-12-31 00:00:00,50252.0,16607.0,0.0,-33645.0
15,5065a5ecc78e,horn lake apartments lp,4353 horn lake,['IHE0002T000000'],"['0751500B000010', ' 0751500B000020', ' 0751500B000030', ' 0751500B000040', ' 0751500B000050', ' 0751500B000060', ' 0751500B000070', ' 0751500B000080', ' 0751500B000090', ' 0751500B000100', ' 0751500B000110', ' 0751500B000120', ' 0751500B000130', ' 0751500B000140', ' 0751500B000150', ' 0751500B000160', ' 0751500B000170', ' 0751500B000180', ' 0751500B000190', ' 0751500B000200', ' 0751500B000210', ' 0751500B000220', ' 0751500B000230', ' 0751500B000240', ' 0751500B000250', ' 0751500B000260', ' 0751500B000270', ' 0751500B000280', ' 0751500B000290', ' 0751500B000300', ' 0751500B000310', ' 0751500B000320', ' 0751500B000330', ' 0751500B000340', ' 0751500B000350', ' 0751500B000360', ' 0751500B000370', ' 0751500B000380', ' 0751500B000390', '']",2008-07-11,2028-07-11 00:00:00,80513.0,279.0,0.0,-80234.0
16,75effe7e77c9,latham terrace lp,309 e e h crump,['IHE0002U000000'],['0130410A000030'],2006-01-31,2026-01-30 00:00:00,1546.0,554.0,0.0,-992.0
17,ad5efa14b10d,crescent bluff tov virginia partners l p,45 crescent bluff,['IHE0002Y000000'],['1206600000010'],2012-01-27,2022-01-26 00:00:00,62581.0,58246.0,0.0,-4335.0
18,52c7dfca7a95,winbranch realty partners llc,3595 millbranch,['IHE0003A000000'],['0780330000009C'],2011-05-04,2031-05-03 00:00:00,37262.0,17526.0,0.0,-19735.0
19,11a0df94bbb2,legends park north lp,0 delmar,['IHE0003C000000'],['5101700000190'],2011-11-07,2031-11-06 00:00:00,3686.0,327.0,0.0,-3359.0
20,48e5647abbf0,alco northside partners lp,1541 northside dr,['IHE0003E000000'],['6906500000830'],2011-11-30,2031-12-31 00:00:00,40567.0,7458.0,0.0,-33109.0
21,6eb22cdcd8fe,grahamwood place apartment community llc,4045 summer,['IHE0003G000000'],['5500100000860'],2012-05-10,2032-05-09 00:00:00,66207.0,15669.0,0.0,-50538.0
22,9a4e8d017b1a,abington parkview,4616 scott crossing,['IHE0003H000000'],['8803200000080'],2012-05-12,2032-05-14 00:00:00,125617.0,25425.0,0.0,-100192.0
23,003281e53cca,residences at lakeview new life core willow lake llc,2774 s mendenhall,['IHE0003I000000'],"['07408900000460', ' 07408900000470', ' 07408900000480', ' 07408900000490']",2012-06-06,2032-06-05 00:00:00,254392.0,54865.0,0.0,-199527.0
24,7ea76645dd86,macon manor jsc brawley llc,4517 macon,['IHE0003J000000'],"['05311200000240', ' 05312200000120', ' 0630010000004C']",2012-08-03,2032-08-02 00:00:00,31707.0,16395.0,0.0,-15312.0
25,da58f5699016,chapel place homes i lp,5228 whistling duck drive,['IHE0003K000000'],"['0761430B000010', ' 0761430B000020', ' 0761430B000030', ' 0761430B000040', ' 0761430B000050', ' 0761430B000060', ' 0761430B000070', ' 0761430B000080', ' 0761430B000090', ' 0761430B000100', ' 0761430B000110', ' 0761430B000120', ' 0761430B000130', ' 0761430B000140', ' 0761430B000150', ' 0761430B000160', ' 0761430B000170', ' 0761430B000180', ' 0761430B000190', ' 0761430B000200', ' 0761430B000210', ' 0761430B000220', ' 0761430B000230', ' 0761430B000240', ' 0761430B000250', ' 0761430B000260', ' 0761430B000270', ' 0761430B000280', ' 0761430B000290', ' 0761430B000300', ' 0761430B000310', ' 0761430B000320', ' 0761430B000330', ' 0761430B000340', ' 0761430B000350', ' 0761430B000360', ' 0761430B000370', ' 0761430B000380', ' 0761430B000390', ' 0761430B000400', ' 0761430B000410', ' 0761430B000420', ' 0761430B000430', ' 0761430B000440', ' 0761430B000450', ' 0761430B000460', ' 0761430B000470', ' 0761430B000480', ' 0761430B000490', ' 0761430B000500', ' 0761430B000510', ' 0761430B000520', ' 0761430B000530', ' 0761430B000540', ' 0761430B000550', ' 0761430B000560', ' 0761430B000570', ' 0761430B000580', ' 0761430B000590', ' 0761430B000600', ' 0761430B000610', ' 0761430B000620', ' 0761430B000630', ' 0761430B000640', ' 0761430B000650', ' 0761430B000660', ' 0761430B000670', ' 0761430B000680', ' 0761430B000690', ' 0761430B000700', ' 0761430B000710', ' 0761430B000720', ' 0761430B000730', ' 0761430B000740', ' 0761430B000750', ' 0761430B000760', ' 0761430B000770', ' 0761430B000780', ' 0761430B000790', ' 0761430B000800', ' 0761430B000810', ' 0761430B000820', ' 0761430B000830', ' 0761430B000840', ' 0761430B000850', ' 0761430B000860', ' 0761430B000870', '']",2011-12-07,2031-12-06 00:00:00,98520.0,1246.0,0.0,-97274.0
26,831d8bae4223,winchester grove forest creek townhomes llc,1340 winchester,['IHE0003L000000'],['7800100000140'],2012-10-30,2028-10-30 00:00:00,27120.0,13560.0,0.0,-13560.0
27,a0a8c4992759,river city heights graceland pointe,3716 winchester road,['IHE0003M000000'],['7300600000450'],2011-09-30,2031-09-29 00:00:00,29380.0,5221.0,0.0,-24160.0
28,2de20fc05f9f,lamar crossing lamar apartments lp,2010 meadowlark run,['IHE0003N000000'],['5902100000520'],2012-06-06,2032-06-05 00:00:00,116697.0,21610.0,0.0,-95087.0
29,156037cf445b,sbv memphis summer trace llc,5999 summer,['IHE0003O000000'],['8904400002190'],2012-05-31,2022-05-31 00:00:00,64859.0,39429.0,0.0,-25430.0
30,996aad2e70ee,alco presidential partners lp,5393 hudgins,['IHE0003P000000'],['7914000000240'],2012-11-01,2022-12-31 00:00:00,53170.0,17140.0,0.0,-36030.0
31,51c95451b9f4,windsor pointe 2011 lp,0 wesley forest,['IHE0003R000000'],"['0760340H000010', ' 0760340H000020', ' 0760340H000030', ' 0760340H000040', ' 0760340H000050', ' 0760340H000060', ' 0760340H000070', ' 0760340H000080', ' 0760340H000090', ' 0760340H000100', ' 0760340H000110', ' 0760340H000120', ' 0760340H000130', ' 0760340H000140', ' 0760340H000150', ' 0760340H000160', ' 0760340H000170', ' 0760340H000180', ' 0760340H000190', ' 0760340H000200', ' 0760340H000210', ' 0760340H000220', ' 0760340H000230', ' 0760340H000240', ' 0760340H000250', ' 0760340H000260', ' 0760340H000270', ' 0760340H000280', ' 0760340H000290', ' 0760340H000300', ' 0760340H000310', ' 0760340H000320', ' 0760340H000330', ' 0760340H000340', ' 0760340H000350', ' 0760340H000360', ' 0760340H000370', ' 0760340H000380', ' 0760340H000390', ' 0760340H000400', ' 0760340H000410', ' 0760340H000420', ' 0760340H000430', ' 0760340H000440', ' 0760340H000450', ' 0760340H000460', ' 0760340H000470', ' 0760340H000480', ' 0760340H000490', ' 0760340H000500', ' 0760340H000510', ' 0760340H000520', ' 0760340H000530', ' 0760340H000540', ' 0760340H000550', ' 0760340H000560', ' 0760340H000570', ' 0760340H000580', ' 0760340H000590', ' 0760340H000600', ' 0760340H000610', ' 0760340H000620', ' 0760340H000630', ' 0760340H000640', ' 0760340H000650', '']",2012-04-04,2032-04-03 00:00:00,82243.0,3369.0,0.0,-78874.0
32,1afde580c082,capital equities llc,0 cazassa,['IHE0003S000000'],"['07802800002960', ' 07802800002970', ' 07802800002980']",2013-05-01,2023-04-30 00:00:00,117916.0,13157.0,0.0,-104759.0
33,48dd1dc67036,melrose place riverview kansas community development corporation,2990 barron,['IHE0003T000000'],['5900600000730'],2013-05-06,2023-05-05 00:00:00,42515.0,3851.0,0.0,-38664.0
34,09a3328bdcd1,oasis of hope inc,0 unity,['IHE0003U000000'],"['02202100000700', ' 02202100000710', ' 02202100000720', ' 02202100000730', ' 02202100000740', ' 02202100000750', ' 02202100000760', ' 02202100000770', ' 02202100000780', ' 02202100000790', ' 02202100000800', ' 02202100000810', ' 02202100000820', '']",2012-04-01,2032-03-31 00:00:00,10566.0,439.0,0.0,-10127.0
35,fb747efe0e5b,gmf bent tree llc,2046 winchester,['IHE0003W000000'],"['07800800000150', ' 07800800000160', ' 07800800000590']",2013-10-30,2023-10-29 00:00:00,67209.0,9725.0,0.0,-57483.0
36,7c913700adc9,advantage way llc,3689 james rd,['IHE0003X000000'],['0830210000051C'],2013-06-30,2023-10-23 00:00:00,141169.0,25086.0,0.0,-116083.0
37,dcecba913325,highland meadows partners llc,5001 airways blvd,['IHE0003Y000000'],['0790870000059C'],2012-12-31,2022-12-30 00:00:00,124178.0,37561.0,0.0,-86617.0
38,57b98bff78e2,crescent bluff phase ii ecg virginia lp,10 east virginia avenue,['IHE0003Z000000'],"['01205200000010', ' 0120520000001C', ' 01205200000020', ' 01205200000030', ' 01205200000040', ' 01205200000050', ' 01205200000060', '']",2013-12-18,2033-12-17 00:00:00,251998.0,707.0,0.0,-251291.0
39,e1601c378f04,graceland pointe saddle vineyards lp,3507 boeingshire,['IHE0004A000000'],"['07802800000190', ' 07802800001900', ' 07802800001910']",2013-12-11,2023-12-10 00:00:00,56457.0,3221.0,0.0,-53237.0
40,4beaff270f57,raleigh village partners llc,4933 yale,['IHE0004B000000'],"['0870750000014C', ' 0870760000009C']",2014-01-01,2023-12-31 00:00:00,77402.0,14238.0,0.0,-63164.0
41,0ca7e2de3ccc,new blossom apartments,0 third,['IHE0004C000000'],['0021310000007C'],2014-01-01,2023-12-31 00:00:00,60901.0,1087.0,0.0,-59814.0
42,1e70b60d5490,millcreek development partnership lp,4461 millbranch rd,['IHE0004E000000'],['0790420000060C'],2014-12-31,2024-12-29 00:00:00,80955.0,30341.0,0.0,-50613.0
43,5cfdfda2a6cb,cleaborn pointe heritage landing senior,440 s lauderdale,['IHE0004F000000'],['1102300000050'],2011-12-19,2031-12-18 00:00:00,1999.0,1966.0,0.0,-33.0
44,94421c129782,cleaborn pointe heritage landing phase ii,460 s lauderdale,['IHE0004G000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 01102300000080', ' 01102300000090', '']",2023-01-01,2032-12-31 00:00:00,9743.0,3837.0,0.0,-5906.0
45,9a221e97f20b,cleaborn pointe heritage landing phase iii,460 s lauderdale,['IHE0004H000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 01102300000080', ' 01102300000090', '']",2013-12-01,2033-12-01 00:00:00,9743.0,2915.0,0.0,-6827.0
46,2659e597c1fb,cleaborn pointe heritage landing phase iv,460 s lauderdale,['IHE0004I000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 00702100000410', ' 00702100000420', ' 00702100000430', ' 00702100000440', '']",2014-12-01,2034-12-01 00:00:00,13424.0,1898.0,0.0,-11526.0
47,f9c500827225,saddle vineyards lp,0 knight,['IHE0004J000000'],['7307600000150'],2015-09-04,2025-09-03 00:00:00,34155.0,8306.0,0.0,-25849.0
48,2ad9c8d0be14,uptown manor senior development llc,0 seventh,['IHE0004K000000'],['2203400000580'],2014-12-19,2024-12-18 00:00:00,51060.0,273.0,0.0,-50787.0
49,d75e02e354d4,john madison exum towers preservation lp,3155 sharpe,['IHE0004L000000'],"['05903700001390', ' 0590370000139C', ' 05903700001400']",2015-12-01,2025-11-30 00:00:00,98871.0,32101.0,0.0,-66770.0
50,2f02efd0641e,raleigh management llc,2690 drury way,['IHE0004O000000'],['8302100000690'],2016-04-01,2026-03-31 00:00:00,35344.0,6644.0,0.0,-28700.0
51,55a0fd9e2627,university gardens manor llc,2059 vollintine,['IHE0004P000000'],['4103400001270'],2014-12-29,2024-12-29 00:00:00,143922.0,13560.0,0.0,-130362.0
52,1e2ce022dc60,mason homes on 4th mason village,900 s fourth,['IHE0004Q000000'],['0130400000001C'],2017-08-01,2037-07-31 00:00:00,423.0,178.0,0.0,-245.0
53,91ef6fd2d982,thompson court llc,1875 keltner,['IHE0004R000000'],"['06010400000260', ' 06010500000050', ' 06010600000010', ' 06010700000010']",2017-01-01,2026-12-31 00:00:00,30720.0,7234.0,0.0,-23487.0
54,21d6b9c237b9,cedar run emres memphis llc,5958 e point dr,['IHE0004X000000'],['9310000001240'],2018-01-01,2037-12-31 00:00:00,186877.0,49640.0,0.0,-137237.0
55,60877a9711ef,steele keystone llc,4266 ridgestone,['IHE0004Y000000'],['9001700000340'],2018-07-01,2028-06-30 00:00:00,81344.0,20236.0,0.0,-61107.0
56,4ca72d337fda,cavelier court tn tc lp,2552 peres,['IHE0004Z000000'],['4206800000800'],2018-09-13,2028-09-12 00:00:00,41663.0,16573.0,0.0,-25090.0
57,d860f1813b76,gospel gardens tn tc lp,4801 farris circle,['IHE0005A000000'],"['07611400000040', ' 07611400000050']",2018-09-14,2028-09-14 00:00:00,121046.0,6373.0,0.0,-114673.0
58,b923d085263a,steel pendleton llc,1764 pendleton,['IHE0005B000000'],['5901100000700'],2018-07-01,2028-06-30 00:00:00,43016.0,19351.0,0.0,-23665.0
59,ec0d4ba08787,555 ledic management group llc,6111 ridgeway,['IHE0005C000000'],"['09340000002540', ' 09340000002550']",2018-10-01,2028-09-30 00:00:00,193319.0,63746.0,0.0,-129574.0
60,d7a4a66cb8ec,nighthawk country view llc,4045 raleigh millington,['IHE0005D000000'],"['0860120000144C', ' 08601200001870', ' 08601200001910', ' 08601200001920']",2018-07-30,2028-07-30 00:00:00,44313.0,17433.0,0.0,-26880.0
61,bbaba213724c,glendale park,3910 stuart,['IHE0005E000000'],['0580560000047C'],2016-12-31,2026-12-30 00:00:00,51856.0,7017.0,0.0,-44839.0
62,a06fc7b2df1c,ecg forum lp,0 linden,['IHE0005F000000'],['0050150000008C'],2018-01-01,2037-12-31 00:00:00,280971.0,4823.0,0.0,-276148.0
63,0de0e939949e,alco eastern creek partners l p,3215 johnson,['IHE0005G000000'],"['0440210000001C', ' 04402100000030', ' 04402100000040', ' 04402100000050', ' 04402100000060', ' 04402100000070', ' 04402100000080', ' 0440220000001C', ' 04402300000010', ' 04402300000020', ' 04402300000030', ' 04402300000040', ' 08803200001240', '']",2016-12-31,2026-12-31 00:00:00,95043.0,21589.0,0.0,-73455.0
64,a55aaa47f480,ecg uptown lp,627 main,['IHE0005H000000'],"['0010510000001C', ' 00105200000080']",2016-11-21,2036-11-20 00:00:00,223705.0,1117.0,0.0,-222587.0
65,3051dba8d7a7,alco management inc,2923 mimosa,['IHE0005I000000'],"['03701100000350', ' 03701100000370']",2020-01-01,2039-12-31 00:00:00,74702.0,33609.0,0.0,-41093.0
66,195db93ba431,ashton hills mf blue valley apartments llc,4813 troost drive,['IHE0005J000000'],['9003200000180'],2020-08-05,2040-05-31 00:00:00,46103.0,7465.0,0.0,-38638.0
67,89f98ed31f04,shelby pines apartments,1760 chancery street,['IHE0005K000000'],['0790680000002C'],2020-12-01,2040-11-30 00:00:00,11240.0,4841.0,0.0,-6399.0
68,540d55713797,memphis towers tn tc lp,1081 court,['IHE0005L000000'],['0180680000001C'],2020-12-01,2045-11-30 00:00:00,150843.0,63529.0,0.0,-87314.0
69,eeb298bdab24,renaissance at steele,1441 renaissance,['IHE0005M000000'],['7004200000620'],2019-09-26,2039-09-25 00:00:00,21349.0,8362.0,0.0,-12987.0
70,3ccf8f76a178,clearbrook village 3516 tall oaks apartments llc,3516 tall oaks,['IHE0005N000000'],['7403700001740'],2019-08-01,2039-07-31 00:00:00,52761.0,21009.0,0.0,-31751.0
71,c0f75c74b5be,feels like home senior residences,3393 kirby,['IHE0005O000000'],['9350000004860'],2020-01-01,2039-12-31 00:00:00,62045.0,13721.0,0.0,-48324.0
72,4aae9f5906a0,hickory grove tmf ridgeway llc,6277 lake arbor,['IHE0005P000000'],"['0932000000337C', ' 09320000003380']",2020-01-01,2039-12-31 00:00:00,299958.0,115025.0,0.0,-184933.0
73,e9bf4d046ff7,memphis plaza llc,2863 getwell,['IHE0005Q000000'],['7301700001950'],2020-05-01,2040-04-30 00:00:00,131021.0,14916.0,0.0,-116105.0
74,c7b91c03027f,twin oaks 4819 winchester square llc,3647 outland,['IHE0005S000000'],['0740320000010C'],2019-10-31,2039-10-31 00:00:00,105561.0,23099.0,0.0,-82461.0
75,77c0b46b4055,patterson flats elmington property mgmt,266 butler,['IHE0005T000000'],['502200000160'],2016-08-01,2036-07-31 00:00:00,286383.0,1424.0,0.0,-284959.0
76,f766e4dc2319,sunrise villas llc,2080 winchester,['IHE0006A000000'],['7800800000120'],2016-12-31,2026-12-30 00:00:00,25241.0,5085.0,0.0,-20156.0
77,bb13afe362fd,alco management,1800 robinhood,['IHE0006J000000'],['5809400000000'],2020-07-01,2040-06-30 00:00:00,33222.0,8461.0,0.0,-24761.0
78,c56f69964427,charter oaks s4a002 llc,5473 vandergreen drive,['IHE0006K000000'],['791600001160'],2021-07-01,2041-06-30 00:00:00,21696.0,10848.0,0.0,-10848.0
79,13b14cad92f4,mh strategies family rad,651 como dr,['IHE0006L000000'],"['0110300A000010', ' 0110300A000020', ' 0110300A000030', ' 0110300A000040', ' 0110300A000050', ' 0110300A000060', ' 0110300A000070', ' 0110300A000080', ' 0110300A000090', ' 0110300A000100', ' 0110300A000110', ' 0110300A000120', ' 0110300A000130', ' 0110300A000140', ' 0110300A000150', ' 0110300A000160', ' 0110300A000170', ' 0110300A000180', ' 0110300A000190', ' 0110300A000200', ' 0110300A000210', ' 0110300A000220', ' 0110300A000230', ' 0110300A000240', ' 0110300A000250', ' 0010620A000050', ' 0010960A000210', ' 0010960A000300', ' 0010960A000370', ' 00110500000100', ' 00110500000090 ', '0010960A000640', ' 0010960A000640', ' 0010960A000540', ' 0010960A000510', ' 0010960A000420', ' 0010960A000450', ' 0010960A000480', ' 00110400000110', ' 00110400000100', ' 00110400000100', ' 00110300000090', ' 00110400000090', ' 00105900000160', ' 00105800000190', ' 00105900000130', ' 00105800000150', ' 00107500000040', ' 00107500000040', ' 00107500000040', ' 00108800000190', ' 00109000000170', ' 00109800000100', ' 00109800000110', ' 00109900000260', ' 00109900000270', ' 0270070000024C', ' 00107200000290', ' remaining provided upon request']",2021-12-01,2041-11-30 00:00:00,261909.0,27968.0,0.0,-233941.0
80,fda33c8ce004,elmington property management,280 tillman st,['IHE0006N000000'],"['0440000000170', ' 0440000000150', ' 044000000013C']",2021-11-01,2046-10-31 00:00:00,7461.0,12756.0,0.0,5295.0
81,366c1718f79c,cottonwood complex,4653 cotton dr,['IHE0006P000000'],['7302200003580'],2020-12-31,2040-12-30 00:00:00,82395.0,20476.0,0.0,-61919.0
82,c51e775de2cc,bantam airways one stop housing llc,2949 airways blvd,['IHE0006Q000000'],['7302200003580'],2021-06-01,2031-05-31 00:00:00,12251.0,6126.0,0.0,-6126.0
83,1a4c210f02db,bantam springbrook one stop housing llc,1360 springbrook,['IHE0006R000000'],['602200002360'],2021-06-01,2031-05-31 00:00:00,29008.0,14504.0,0.0,-14504.0
84,b920cdbb5b7f,property solutions group,2601 n watkins st,['IHE0006S000000'],['7002800000140'],2021-12-01,2041-11-30 00:00:00,32259.0,16130.0,0.0,-16130.0
85,d576764e89d8,red ace court ave apartments,1364 court ave,['IHE0006T000000'],"['01701500000040', ' 0170150000005C', ' 01701500000070', ' 01701500000080', ' 01701600000080', ' 01701600000090', '']",2021-10-27,2041-10-27 00:00:00,19625.0,9813.0,0.0,-9813.0
86,b920cdbb5b7f,property solutions group,1757 gowan dr,['IHE0006U000000'],"['0700500000750', ' 0700500000760', ' 0700500000770', ' 0700500000790', ' 0700500000650']",2021-12-01,2041-11-30 00:00:00,25715.0,12858.0,0.0,-12858.0
87,1d2ca4d9f2ba,hunters ridge property solutions group,3108 new allen road,['IHE0006V000000'],"['08401100000010', ' 08401100000360']",2021-12-01,2041-11-30 00:00:00,25311.0,12626.0,0.0,-12685.0
88,3eef5985f231,ecg north main lp,812 n second,['IHE0006W000000'],"['022006000006C', ' 022006000007C', ' 0220060000011C', ' 022006000035C']",2019-11-01,2039-10-31 00:00:00,125402.0,1776.0,0.0,-123625.0
89,f636d58f3ad4,pontotoc tonwhomes llc,291 pontotoc,['IHE0006X000000'],"['0050170000001C', ' 00501700000180']",2021-05-01,2041-04-30 00:00:00,41197.0,17172.0,0.0,-24024.0
90,13b14cad92f4,mh strategies family rad,943 colleg park dr,['IHE0006Y000000'],"['0140080A000020', ' 0140080A000010', ' 0140080A000030', ' 0140080B000030', ' 0140080B000010', ' 0140080B000040', ' 0140080B000050', ' 0140080B000060', ' 0140080B000043']",2021-12-01,2041-11-30 00:00:00,120063.0,87937.0,0.0,-32126.0
91,85817c7646ef,reedy and co realtors,1984 e bonnie dr,['IHE0006Z000000'],"['07802800001900', ' 07802800001910']",2021-06-01,2041-05-31 00:00:00,56457.0,3221.0,0.0,-53237.0
92,2acb83395536,ledic management,138 st paul ave,['IHE0007A000000'],['21100000180'],2016-12-09,2026-12-09 00:00:00,114743.0,2913.0,0.0,-111831.0
93,70d54dec6dec,south city iii iv,410 s danny thomas blvd,['IHE0007B000000'],['702000000260'],2020-03-01,2040-02-29 00:00:00,18972.0,4475.0,0.0,-14497.0
94,3b0f3eeafb81,south city i iv,410 s danny thomas blvd,['IHE0007C000000'],"['0070200000180', ' 0070200000190', ' 0070200000200', ' 0070200000210', ' 0070200000220', ' 0070200000230']",2018-02-28,2038-02-27 00:00:00,8386.0,3119.0,0.0,-5267.0
95,e1e45623df3f,applewood property management,5294 cottonwood rd,['IHE0007D000000'],"['06205600001620', ' 06205600001640', ' 0620560000165C', ' 06205600001670']",2021-04-15,2041-04-14 00:00:00,84380.0,33545.0,0.0,-50835.0
96,7a541ac1023a,south city ii iv,410 s danny thomas blvd,['IHE0007E000000'],"['0070200000260', ' 00702000000270', ' 00702000000280']",2018-08-30,2038-08-29 00:00:00,24994.0,3661.0,0.0,-21333.0
97,b0a7a17cf1b9,millennia housing management,381 madison,['IHE0007F000000'],['70000000010'],2018-12-19,2028-12-18 00:00:00,46996.0,22037.0,0.0,-24959.0
98,5a49e093af48,south city iv,410 s danny thomas blvd,['IHE0007G000000'],['50200000010'],2021-02-01,2041-01-31 00:00:00,567.0,5356.0,0.0,4789.0
99,117daee6dc62,mem3 sundridge llc,4990 clinchstone circle,['IHE0007H000000'],['870530000050'],2022-06-23,2042-06-22 00:00:00,31294.0,8231.0,0.0,-23063.0
100,ba17477ae72d,mem3 cedarwood llc,2880 beverly hills road,['IHE0007I000000'],['880080000132'],2022-06-23,2042-06-22 00:00:00,35211.0,9261.0,0.0,-25950.0
101,974626ff91b5,getwell pointe apartments,3007 getwell road,['IHE0007J000000'],['730170000198'],2022-01-21,2042-01-20 00:00:00,35598.0,16824.0,0.0,-18774.0
102,956d2720b6be,shelby pointe townhomes llc,1500 east shelby drive,['IHE0007K000000'],['0790500A00025'],2022-04-14,2042-04-13 00:00:00,46330.0,16628.0,0.0,-29702.0
103,f5eb91724f5a,sc bartlett investors llc,2171 sycamore view rd,['IHE0007L000000'],['088041000017C'],2022-03-01,2042-02-28 00:00:00,64513.0,27042.0,0.0,-37471.0
104,6490986a08d8,app breezy partners l l l p,1500 oberle ave,['IHE0007N000000'],['070037000041C'],2022-09-01,2042-08-31 00:00:00,55026.0,9196.0,0.0,-45830.0
105,437bd4e14aac,south city v,457 brightside,['IHE0007O000000'],['702000000290'],2022-09-01,2042-08-31 00:00:00,1832.0,765.0,0.0,-1067.0
106,cdc9a7706ee0,university place southeast lp,0 lamar,['IHE06850000000'],"['03202000000030', ' 03202000000040']",2006-05-11,2026-05-10 00:00:00,87915.0,2034.0,0.0,-85881.0
