,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
69,0927121237fd,blues city brewery llc,5151 raines,['IDB0971A000000'],['0009710000000D'],2014-12-31,2029-12-31 00:00:00,25148.0,100.0,6287.0,-18761.0
70,0927121237fd,blues city brewery llc,5151 e raines,['IDB1813A000000'],['0018130000000D'],2020-12-31,2032-12-31 00:00:00,484586.0,0.0,90860.0,-393726.0
71,9d393c59ab0d,brars llc k a investments,469 second,['ICC06110000000'],"['00102300000020', ' 00102300000030', ' 00102300000040', ' 00102300000050', '']",2004-01-09,2022-01-09 00:00:00,42222.0,21564.0,5164.0,-15493.0
72,3146b9a8076b,brimhall food company inc,7472 a e beaty,['IDB0000B000160'],['B0158000004630'],2018-01-01,2025-01-01 00:00:00,64506.0,4987.0,14880.0,-44639.0
73,e8b281836a07,bristol apartments general partnership,1177 union,['ICC05030000000'],['0180410000003C'],2002-03-15,2022-03-15 00:00:00,286197.0,0.0,14310.0,-271887.0
74,e045aba7296f,bryce corporation,4505 lamar,['IDB0937A000000'],['0009370000000D'],2013-12-31,2025-01-01 00:00:00,6700.0,100.0,1675.0,-4925.0
75,e045aba7296f,bryce corporation,4505 lamar,['IDB0965A000000'],['0009650000000D'],2014-12-31,2025-12-31 00:00:00,6937.0,100.0,1734.0,-5103.0
76,d69383c7a940,c e ware towers inc,3571 hwy 61 s,['IMC00000000050'],['7507400000750'],2008-10-01,End of Loan,20937.0,3300.0,0.0,-17637.0
77,06c969999775,caap place of hope inc,1347 ferguson,['IMC00000000090'],['0601620000005C'],2010-09-03,End of Loan,11153.0,900.0,0.0,-10253.0
78,b1fff5fac201,cabigao investments,345 s main,['ICC08050000000'],"['00210300000050', ' 00210300000140']",2021-06-30,2034-06-30 00:00:00,3420.0,4027.0,10.0,617.0
79,d468d3cc1805,caldwell housing corp,2310 ardmore,['IMC00000000060'],['7209400000750'],2011-04-23,End of Loan,11108.0,840.0,0.0,-10268.0
80,3f73c512e692,campbell clinic wr mob,1400 germantown,['IDB0000G000070'],"['G0220000003690', ' G0220000004560', ' G0220000004570']",2019-12-31,2027-12-30 00:00:00,671422.0,123694.0,136932.0,-410796.0
81,1afde580c082,capital equities llc,0 cazassa,['IHE0003S000000'],"['07802800002960', ' 07802800002970', ' 07802800002980']",2013-05-01,2023-04-30 00:00:00,117916.0,13157.0,0.0,-104759.0
82,607b22baaadf,cargill inc,2330 bouy,['IDB1705A000000'],['0017050000000D'],2017-12-31,2024-12-31 00:00:00,179960.0,0.0,44990.0,-134970.0
83,607b22baaadf,cargill inc,2330 bouy,['IDB1735A000000'],['0017530000000D'],2018-12-31,2024-12-31 00:00:00,90131.0,0.0,22533.0,-67598.0
84,9eeb4449cf46,carl winfield robert lamb sullivan,107 madison,['ICC02190000000'],"['0020570A000010', ' 0020570A000020', ' 0020570A000030']",1997-12-31,2022-12-31 00:00:00,2522.0,427.0,0.0,-2095.0
85,e2575a08316d,caruthers group llc,2035 madison,['ICC07910000000'],['0170640000003C'],2021-06-30,2031-06-30 00:00:00,8773.0,8773.0,0.0,0.0
86,4ca72d337fda,cavelier court tn tc lp,2552 peres,['IHE0004Z000000'],['4206800000800'],2018-09-13,2028-09-12 00:00:00,41663.0,16573.0,0.0,-25090.0
87,e662249a4644,ccl label inc,720 progress,['IDB0000C000210'],['C0245000003540'],2018-01-01,2026-12-31 00:00:00,135647.0,12847.0,47477.0,-75324.0
88,21d6b9c237b9,cedar run emres memphis llc,5958 e point dr,['IHE0004X000000'],['9310000001240'],2018-01-01,2037-12-31 00:00:00,186877.0,49640.0,0.0,-137237.0
89,7e5736238d11,cendown ltd,85 second,['ICC07530000000'],"['00205300000070', ' 00205300000080', ' 00205300000090']",2015-02-13,2024-02-13 00:00:00,20313.0,13353.0,2489.0,-4471.0
90,95ed9e8d0dcb,ceva ingram micro,3820 micro,['IDB0000M000010'],['M0125000004730'],2010-11-19,2026-09-28 00:00:00,364482.0,50530.0,80386.0,-233566.0
91,da58f5699016,chapel place homes i lp,5228 whistling duck drive,['IHE0003K000000'],"['0761430B000030', ' 0761430B000040', ' 0761430B000050', ' 0761430B000060', ' 0761430B000070', ' 0761430B000080', ' 0761430B000090', ' 0761430B000100', ' 0761430B000110', ' 0761430B000120', ' 0761430B000130', ' 0761430B000140', ' 0761430B000150', ' 0761430B000160', ' 0761430B000170', ' 0761430B000180', ' 0761430B000190', ' 0761430B000200', ' 0761430B000210', ' 0761430B000220', ' 0761430B000230', ' 0761430B000240', ' 0761430B000250', ' 0761430B000260', ' 0761430B000270', ' 0761430B000280', ' 0761430B000290', ' 0761430B000300', ' 0761430B000310', ' 0761430B000320', ' 0761430B000330', ' 0761430B000340', ' 0761430B000350', ' 0761430B000360', ' 0761430B000370', ' 0761430B000380', ' 0761430B000390', ' 0761430B000400', ' 0761430B000410', ' 0761430B000420', ' 0761430B000430', ' 0761430B000440', ' 0761430B000450', ' 0761430B000460', ' 0761430B000470', ' 0761430B000480', ' 0761430B000490', ' 0761430B000500', ' 0761430B000510', ' 0761430B000520', ' 0761430B000530', ' 0761430B000540', ' 0761430B000550', ' 0761430B000560', ' 0761430B000570', ' 0761430B000580', ' 0761430B000590', ' 0761430B000600', '']",2011-12-07,2031-12-06 00:00:00,98520.0,1246.0,0.0,-97274.0
92,b77917c2b467,charis acres,2131 wilson,['IMC00000000080'],['0790870000058C'],2012-12-18,End of Loan,27192.0,1740.0,0.0,-25452.0
93,c56f69964427,charter oaks s4a002 llc,5473 vandergreen drive,['IHE0006K000000'],['791600001160'],2021-07-01,2041-06-30 00:00:00,21696.0,10848.0,0.0,-10848.0
94,5cfdfda2a6cb,cleaborn pointe heritage landing senior,440 s lauderdale,['IHE0004F000000'],['1102300000050'],2011-12-19,2031-12-18 00:00:00,1999.0,1966.0,0.0,-33.0
95,94421c129782,cleaborn pointe heritage landing phase ii,460 s lauderdale,['IHE0004G000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 01102300000080', ' 01102300000090', '']",2023-01-01,2032-12-31 00:00:00,9743.0,3837.0,0.0,-5906.0
96,9a221e97f20b,cleaborn pointe heritage landing phase iii,460 s lauderdale,['IHE0004H000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 01102300000080', ' 01102300000090', '']",2013-12-01,2033-12-01 00:00:00,9743.0,2915.0,0.0,-6827.0
97,2659e597c1fb,cleaborn pointe heritage landing phase iv,460 s lauderdale,['IHE0004I000000'],"['00702100000370', ' 00702100000380', ' 00702100000390', ' 00702100000400', ' 00702100000410', ' 00702100000420', ' 00702100000430', ' 00702100000440', '']",2014-12-01,2034-12-01 00:00:00,13424.0,1898.0,0.0,-11526.0
98,3ccf8f76a178,clearbrook village 3516 tall oaks apartments llc,3516 tall oaks,['IHE0005N000000'],['7403700001740'],2019-08-01,2039-07-31 00:00:00,52761.0,21009.0,0.0,-31751.0
99,01d9c09a74b1,coca cola refreshments usa inc,4774 southpoint,['IDB1130A000000'],['0011300000000D'],2015-12-31,2030-12-31 00:00:00,2590.0,100.0,648.0,-1843.0
100,6b6dca23bf27,cognate bioservices inc,4600 e shelby drive,['IDB1831A000000'],['D0018310000000'],2021-12-31,2036-12-31 00:00:00,11041.0,0.0,2070.0,-8970.0
101,a9613db1b02e,coleman road supportive housing inc,2900 coleman,['IPH0000L000000'],['8800800002310'],2000-10-05,End of Loan,27231.0,768.0,0.0,-26463.0
102,7a21a11b110c,cotton exchange bldg a limited partnership,65 union,['ICC00270000000'],['204200000290'],1983-12-01,2024-01-01 00:00:00,57526.0,7320.0,0.0,-50206.0
103,366c1718f79c,cottonwood complex,4653 cotton dr,['IHE0006P000000'],['7302200003580'],2020-12-31,2040-12-30 00:00:00,82395.0,20476.0,0.0,-61919.0
104,5cf3e3c81542,countryside north apartments l p,6920 reese,['IPH0000D000000'],['9510000000750'],1998-12-01,2038-12-01 00:00:00,91035.0,26512.0,0.0,-64523.0
105,f365126aaa19,court square center llc,60 main,['ICC07120000000'],['201300000030'],2006-07-31,2026-07-31 00:00:00,67236.0,12163.0,13768.0,-41304.0
106,f365126aaa19,court square center llc,66 main,['ICC07160000000'],"['00201300000010', ' 00201300000020']",2006-07-31,2026-07-31 00:00:00,101038.0,5743.0,23824.0,-71472.0
107,600fe9de82e5,cp memphis llc,300 second,['ICC03020000000'],['103400000030'],1998-08-31,2031-08-31 00:00:00,135102.0,34578.0,0.0,-100524.0
108,06c5aa16e1cb,creekside meadowns alco greenbriar partners lp,1146 dellwood,['IHE0001Y000000'],['7000130000000'],2006-11-01,2026-12-31 00:00:00,63542.0,34251.0,0.0,-29291.0
109,57b98bff78e2,crescent bluff phase ii ecg virginia lp,10 east virginia avenue,['IHE0003Z000000'],"['01205200000010', ' 0120520000001C', ' 01205200000020', ' 01205200000030', ' 01205200000040', ' 01205200000050', ' 01205200000060', '']",2013-12-18,2033-12-17 00:00:00,251998.0,707.0,0.0,-251291.0
110,ad5efa14b10d,crescent bluff tov virginia partners l p,45 crescent bluff,['IHE0002Y000000'],['1206600000010'],2012-01-27,2022-01-26 00:00:00,62581.0,58246.0,0.0,-4335.0
111,c90d7ab8918a,crestwyn partners,9280 crestwyn hills,['IDB14000000000'],['G0243000004890'],2016-08-16,2023-08-16 00:00:00,119643.0,17183.0,25615.0,-76845.0
112,27185d035674,crockett park agnes place apartments,2645 davey drive,['IHE0001B000000'],"['0710560A00016C', ' 0710560A00046Z']",2005-05-01,2025-05-01 00:00:00,60985.0,187.0,0.0,-60797.0
113,b9908af75879,crosstown building owner llc,0 claybrook,['ICC07500000000'],"['02001200000020', ' 02001600000160', ' 02001600000170', ' 02001600000180', ' 02001700000020', ' 02001700000030', ' 02001700000040', ' 02001700000050', ' 02001700000060', ' 02001700000070', ' 02001700000080', ' 02001700000090', ' 02001700000100', ' 02001700000110', ' 02001700000120', '']",2014-12-29,2029-12-29 00:00:00,629721.0,33086.0,149159.0,-447476.0
114,7532a30aa8f0,crown world,2990 airways,['IDB18250000000'],['6022000000760'],2021-04-01,2031-04-01 00:00:00,11675.0,2388.0,2322.0,-6965.0
115,4c122c8ba07b,cummins inc,5800 challenge,['IDB1150A000000'],['0011500000000D'],2015-12-31,2030-12-31 00:00:00,9662.0,100.0,2415.0,-7146.0
116,6dbfe7607150,cyber graphics llc,3825 delp,['IDB1060A000000'],['0010600000000D'],2015-12-31,2026-12-31 00:00:00,3651.0,100.0,913.0,-2638.0
117,6dbfe7607150,cyber graphics llc,4505 old lamar,['IDB1540A000000'],['0015400000000D'],2016-12-31,2027-12-31 00:00:00,62427.0,100.0,15607.0,-46720.0
118,113390cb3297,dawson logistic assets llc,4155 holmes,['IDB15200000000'],['0941000000172C'],2018-05-01,2033-05-01 00:00:00,557092.0,29235.0,131964.0,-395893.0
119,4fad32ac6914,dayco products,3530 rains,['IDB1040A000000'],['0010400000000D'],2015-12-31,2020-12-31 00:00:00,0.0,100.0,0.0,100.0
120,70f3a693c484,desoto pointe partners llc icc0768,360 metal museum dr,['ICC07680000000'],['1200800000120'],2019-06-21,2039-06-21 00:00:00,6997.0,1707.0,1322.0,-3967.0
121,e72862d955f5,dream industrial memphis 1 llc,4770 southpoint,['IDB09910000000'],['9420000004310'],2015-03-31,2030-03-31 00:00:00,295181.0,156750.0,39849.0,-98582.0
122,507f36471f70,dream industrial memphis 2 llc,5605 holmescrest,['IDB13200000000'],['9410000002920'],2015-12-31,2026-12-31 00:00:00,535297.0,344637.0,62897.0,-127763.0
123,2c157c47bb22,ebrofrost riviana,2360 prospect,['IDB18540000000'],['0490680000004C'],2017-01-01,2024-01-01 00:00:00,165717.0,92343.0,18643.0,-54730.0
124,de755493f9de,ebrofrost north america inc,2360 prospect,['IDB1737A000000'],['0017310000000D'],2018-12-31,2026-12-31 00:00:00,23053.0,0.0,5763.0,-17290.0
125,a06fc7b2df1c,ecg forum lp,0 linden,['IHE0005F000000'],['0050150000008C'],2018-01-01,2037-12-31 00:00:00,280971.0,4823.0,0.0,-276148.0
126,3eef5985f231,ecg north main lp,812 n second,['IHE0006W000000'],"['022006000006C', ' 022006000007C', ' 0220060000011C', ' 022006000035C']",2019-11-01,2039-10-31 00:00:00,125402.0,1776.0,0.0,-123625.0
127,a55aaa47f480,ecg uptown lp,627 main,['IHE0005H000000'],"['0010510000001C', ' 00105200000080']",2016-11-21,2036-11-20 00:00:00,223705.0,1117.0,0.0,-222587.0
128,e03dd30dbca4,elite medical llc,8415 wolf lake,['IDB0000B00015A'],['4000150000000D'],2016-12-31,2022-12-31 00:00:00,635.0,0.0,159.0,-476.0
129,fda33c8ce004,elmington property management,280 tillman st,['IHE0006N000000'],"['0440000000170', ' 0440000000150', ' 044000000013C']",2021-11-01,2046-10-31 00:00:00,7461.0,12756.0,0.0,5295.0
130,0033451dcd0d,engineered medical systems llc,3325 appling,['IDB0000B000180'],['B015800000679C'],2020-01-01,2036-01-31 00:00:00,91188.0,13000.0,10479.0,-67709.0
131,0033451dcd0d,engineered medical systems llc,3325 appling,['IDB0000B00018A'],['178300000000'],2020-01-01,2026-12-31 00:00:00,39419.0,0.0,9855.0,-29564.0
132,e3d5d15cdcac,ephraim m urevbu,410 main,['ICC03230000000'],['211700000080'],1998-08-31,2023-08-31 00:00:00,5157.0,868.0,0.0,-4288.0
133,0c9afe0a9924,evergreen packaging inc,5350 poplar,['IDB14300000000'],['5603900000290'],2016-11-30,2031-11-30 00:00:00,225901.0,0.0,14390.0,-211512.0
134,a94ece10a6f2,exel,6200 global drive,['IDB1798A000000'],['0943000000601C'],2020-12-31,2027-12-31 00:00:00,191175.0,0.0,14711.0,-176463.0
135,a94ece10a6f2,exel,3300 tchulatech,['IDB18210000000'],"['09410000003030', ' 09410000003190']",2021-07-01,2034-06-30 00:00:00,941827.0,47069.0,223689.0,-671068.0
136,a94ece10a6f2,exel,6200 global drive,['IDB1844A000000'],['0018340000000D'],2021-12-31,2028-12-01 00:00:00,0.0,4024.0,0.0,4024.0
137,a94ece10a6f2,exel,3299 tchulatech,['IDB18490000000'],['9410000003180'],2022-01-01,2026-12-31 00:00:00,168737.0,6491.0,24645.0,-137600.0
138,f30f80e7f520,exel inc,3300 tchulatech drive,['IDB1834A000000'],['D0018340000000'],2021-12-31,2034-12-31 00:00:00,590454.0,0.0,18289.0,-572164.0
139,f30f80e7f520,exel inc,3387 tchulatech drive,['IDB1835A000000'],['D0018350000000'],2021-12-31,2034-12-31 00:00:00,351374.0,0.0,6780.0,-344594.0
140,2ba84cee72fe,exeter 4155 quest llc,4155 questway,['IDB09960000000'],['9340000005510'],2015-12-17,2030-12-17 00:00:00,411519.0,18221.0,102880.0,-290419.0
141,296dfb7c917e,exeter 5800 challenge llc,5800 challenge,['IDB09980000000'],['9340000005490'],2015-12-17,2030-12-17 00:00:00,252566.0,5723.0,63141.0,-183702.0
