,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
43,fb2276387e0f,wpt eastpark ii lp,5405 hickory hill,['IDB09380000000'],['9420000004870'],2014-01-01,2025-01-01 00:00:00,185807.0,11932.0,46452.0,-127423.0
44,a88c6b00d514,mckesson corporation,4836 southridge blvd rx pak,['IDB0939A000000'],['0009390000000D'],2012-12-31,2023-12-31 00:00:00,5412.0,100.0,1353.0,-3959.0
45,fa05fc7da75a,pmc biogenix inc,1285 pope,['IDB0944A000000'],['0009440000000D'],2011-12-31,2023-12-31 00:00:00,2611.0,100.0,653.0,-1858.0
46,a88c6b00d514,mckesson corporation,4971 southridge,['IDB0945A000000'],['0009450000000D'],2011-12-31,2023-12-31 00:00:00,12616.0,100.0,3154.0,-9362.0
47,f7aa74027571,united parcel service inc,0 winchester,['IDB09500000000'],"['06017400001400', ' 0601760000383L', ' 0601860000008L']",2014-07-01,2025-07-01 00:00:00,407577.0,203788.0,0.0,-203788.0
48,9a0da30ab5f8,lucite international inc,7275 goodlett farms,['IDB0953A000000'],['0009530000000D'],2014-12-31,2029-12-31 00:00:00,50069.0,100.0,12517.0,-37452.0
49,b52b3c59e0ed,ab mauri foods inc,2743 riverport,['IDB0955A000000'],['0009550000000D'],2014-12-31,2022-12-31 00:00:00,2800.0,100.0,1120.0,-1580.0
50,81d2de3764ea,international paper company,6165 holmes,['IDB09570000000'],['9420000004980'],2015-01-30,2030-01-30 00:00:00,65161.0,4470.0,16290.0,-44401.0
51,f6404ae6a51c,nike tn inc,3100 new frayser,['IDB0958A000000'],['0009580000000D'],2014-12-31,2029-12-31 00:00:00,120073.0,100.0,30018.0,-89955.0
52,48e8ed513fd6,penn a kem llc,3324 chelsea,['IDB0959A000000'],['0009590000000D'],2014-12-31,2029-12-31 00:00:00,18650.0,100.0,4662.0,-13887.0
53,6b707ae9a3c3,ktg usa lp,400 mahannah,['IDB0964A000000'],['0009640000000D'],2014-08-16,2029-08-16 00:00:00,227043.0,100.0,56761.0,-170182.0
54,e045aba7296f,bryce corporation,4505 lamar,['IDB0965A000000'],['0009650000000D'],2014-12-31,2025-12-31 00:00:00,6937.0,100.0,1734.0,-5103.0
55,187ddd83a64c,federal express corporation,3851 airways,['IDB0967A000000'],['0009670000000D'],2014-12-31,2027-12-31 00:00:00,42925.0,100.0,10731.0,-32093.0
56,a88c6b00d514,mckesson corporation,4001 quest way,['IDB0969A000000'],['0009690000000D'],2014-12-31,2025-12-31 00:00:00,60039.0,100.0,15685.0,-44254.0
57,67d9b17e1447,valero refining company tennessee llc,543 mallory,['IDB0970A000000'],['0009700000000D'],2014-12-31,2029-12-31 00:00:00,137470.0,100.0,34367.0,-103002.0
58,0927121237fd,blues city brewery llc,5151 raines,['IDB0971A000000'],['0009710000000D'],2014-12-31,2029-12-31 00:00:00,25148.0,100.0,6287.0,-18761.0
59,a88c6b00d514,mckesson corporation,4853 crumpler roc bldg a,['IDB0972A000000'],['0009720000000D'],2014-12-31,2025-12-31 00:00:00,35576.0,100.0,30068.0,-5408.0
60,d436d1c9a0ff,wright medical technology inc,1023 cherry,['IDB0975A000000'],['0009750000000D'],2014-12-31,2029-12-31 00:00:00,2430.0,100.0,607.0,-1722.0
61,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB09760000000'],['7403200000350'],2014-12-31,2027-12-31 00:00:00,289206.0,38117.0,181304.0,-69785.0
62,a88c6b00d514,mckesson corporation,4836 southridge rx pak,['IDB0981A000000'],['0009810000000D'],2012-12-31,2023-12-31 00:00:00,71798.0,100.0,986.0,-70712.0
63,a88c6b00d514,mckesson corporation,4836 crumper roc bldg a,['IDB0982A000000'],['0009820000000D'],2013-12-31,2025-12-31 00:00:00,4074.0,100.0,1019.0,-2956.0
64,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB0986A000000'],['0009860000000D'],2014-12-31,2029-12-31 00:00:00,129416.0,100.0,32354.0,-96962.0
65,f6404ae6a51c,nike tn inc,0 raleigh frayser,['IDB09890000000'],"['09007800000250', ' 0900780000025C', ' 09007800000270', ' 09007800000300']",2014-07-31,2029-07-31 00:00:00,91510.0,24632.0,22877.0,-44001.0
66,e72862d955f5,dream industrial memphis 1 llc,4770 southpoint,['IDB09910000000'],['9420000004310'],2015-03-31,2030-03-31 00:00:00,295181.0,156750.0,39849.0,-98582.0
67,8e4392680c4b,highwoods realty limited partnership,0 international place,['IDB09920000000'],['0800080000480C'],2014-12-31,2029-12-31 00:00:00,687850.0,32891.0,171963.0,-482997.0
68,d6645cf714fb,nucor steel memphis inc,3601 paul r lowry,['IDB0993A000000'],['0009930000000D'],2014-12-31,2029-12-31 00:00:00,162293.0,100.0,40573.0,-121620.0
69,93f213637621,old dominion freight line inc,2208 spirit of 76,['IDB09950000000'],['0791480000152C'],2014-12-31,2023-12-31 00:00:00,191860.0,917.0,143895.0,-47048.0
70,2ba84cee72fe,exeter 4155 quest llc,4155 questway,['IDB09960000000'],['9340000005510'],2015-12-17,2030-12-17 00:00:00,411519.0,18221.0,102880.0,-290419.0
71,296dfb7c917e,exeter 5800 challenge llc,5800 challenge,['IDB09980000000'],['9340000005490'],2015-12-17,2030-12-17 00:00:00,252566.0,5723.0,63141.0,-183702.0
72,29cce1529290,ikea u s east llc,0 germantown,['IDB10000000000'],"['09540000006000', ' 09650000007530', ' 09650000007540']",2015-12-31,2026-12-31 00:00:00,454796.0,40300.0,113285.0,-301211.0
73,b52b3c59e0ed,ab mauri foods inc,2743 riverport,['IDB1010A000000'],['0010100000000D'],2015-12-31,2023-12-31 00:00:00,33508.0,100.0,13403.0,-20005.0
74,48e8ed513fd6,penn a kem llc,3324 chelsea,['IDB1020A000000'],['0010200000000D'],2015-12-31,2030-12-31 00:00:00,43326.0,100.0,10832.0,-32395.0
75,81d2de3764ea,international paper company,6165 holmes,['IDB103A0000000'],['0001030000000D'],2015-12-31,2030-12-31 00:00:00,0.0,100.0,735.0,835.0
76,4fad32ac6914,dayco products,3530 rains,['IDB1040A000000'],['0010400000000D'],2015-12-31,2020-12-31 00:00:00,0.0,100.0,0.0,100.0
77,6dbfe7607150,cyber graphics llc,3825 delp,['IDB1060A000000'],['0010600000000D'],2015-12-31,2026-12-31 00:00:00,3651.0,100.0,913.0,-2638.0
78,67d9b17e1447,valero refining company tennessee llc,543 mallory,['IDB1070A000000'],['0010700000000D'],2015-12-31,2030-12-31 00:00:00,87965.0,100.0,21991.0,-65874.0
79,9a0da30ab5f8,lucite international inc,2665 fite,['IDB1090A000000'],['0010900000000D'],2015-12-31,2030-12-31 00:00:00,378732.0,100.0,94683.0,-283949.0
80,9a0da30ab5f8,lucite international inc,7275 goodletts farm,['IDB1100A000000'],['0011000000000D'],2015-12-31,2030-12-31 00:00:00,21143.0,100.0,5286.0,-15758.0
81,01d9c09a74b1,coca cola refreshments usa inc,4774 southpoint,['IDB1130A000000'],['0011300000000D'],2015-12-31,2030-12-31 00:00:00,2590.0,100.0,648.0,-1843.0
82,4c122c8ba07b,cummins inc,5800 challenge,['IDB1150A000000'],['0011500000000D'],2015-12-31,2030-12-31 00:00:00,9662.0,100.0,2415.0,-7146.0
83,187ddd83a64c,federal express corporation,3851 airways,['IDB1160A000000'],['0011600000000D'],2015-12-31,2028-12-31 00:00:00,4665.0,100.0,1166.0,-3399.0
84,47549848842c,fedex supplychain system inc,5050 holmes,['IDB11700000000'],['9420000005440'],2015-12-31,2020-10-15 00:00:00,275012.0,148079.0,33001.0,-93932.0
85,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1190A000000'],['0011900000000D'],2015-12-31,2030-12-31 00:00:00,6429.0,100.0,1607.0,-4722.0
86,d6645cf714fb,nucor steel memphis inc,3601 paul r lowry,['IDB1230A000000'],['0012300000000D'],2015-12-31,2030-12-31 00:00:00,24223.0,100.0,6056.0,-18067.0
87,d436d1c9a0ff,wright medical technology inc,1023 cherry,['IDB1240A000000'],['0012400000000D'],2015-12-31,2030-12-31 00:00:00,9149.0,100.0,2287.0,-6762.0
88,03606461b667,mc ionic solutions us inc,2665 fite,['IDB1250A000000'],['0012500000000D'],2015-12-31,2030-12-31 00:00:00,38788.0,100.0,9697.0,-28991.0
89,81d2de3764ea,international paper company,6420 poplar,['IDB1270A000000'],['0012700000000D'],2015-12-31,2030-12-31 00:00:00,19437.0,100.0,4859.0,-14478.0
90,81d2de3764ea,international paper company,6400 poplar the towers,['IDB1280A000000'],['0012800000000D'],2015-12-31,2030-12-31 00:00:00,24682.0,100.0,6170.0,-18411.0
91,f6404ae6a51c,nike tn inc,3100 new frayser,['IDB1300A000000'],['0013000000000D'],2015-12-31,2030-12-31 00:00:00,105025.0,100.0,26256.0,-78668.0
92,507f36471f70,dream industrial memphis 2 llc,5605 holmescrest,['IDB13200000000'],['9410000002920'],2015-12-31,2026-12-31 00:00:00,535297.0,344637.0,62897.0,-127763.0
93,81d2de3764ea,international paper company,6340 poplar,['IDB13400000000'],"['0800080000340C', ' 08000800003410', ' 08000800003420']",2015-12-31,2030-12-31 00:00:00,491237.0,28605.0,122809.0,-339822.0
94,781e4755637e,poplar massey llc,6340 poplar,['IDB13600000000'],"['0800080000340C', ' 08000800003410', ' 08000800005670']",2015-12-31,2030-12-31 00:00:00,491237.0,21488.0,155582.0,-314166.0
95,81d2de3764ea,international paper company,1740 international,['IDB1370A000000'],['0013700000000D'],2015-12-31,2030-12-31 00:00:00,30033.0,100.0,7508.0,-22425.0
96,81d2de3764ea,international paper company,6165 holmes,['IDB1380A000000'],['0013800000000D'],2015-12-31,2030-12-31 00:00:00,0.0,100.0,16957.0,17057.0
97,81d2de3764ea,international paper company,3232 players club,['IDB13900000000'],['8109100000040'],2015-12-31,2030-12-31 00:00:00,116442.0,21640.0,29111.0,-65692.0
98,81d2de3764ea,international paper company,2522 winchester,['IDB14100000000'],['0601740000128L'],2015-12-31,2030-12-31 00:00:00,22725.0,0.0,4833.0,-17892.0
99,81d2de3764ea,international paper company,2522 winchester,['IDB1420A000000'],['0014200000000D'],2015-12-31,2030-12-31 00:00:00,318.0,100.0,80.0,-139.0
100,0c9afe0a9924,evergreen packaging inc,5350 poplar,['IDB14300000000'],['5603900000290'],2016-11-30,2031-11-30 00:00:00,225901.0,0.0,14390.0,-211512.0
101,fa7b3d95fe14,pg properties 17 llc,0 shelby,['IDB14500000000'],"['09360000002310', ' 09360000002340']",2017-01-31,2027-01-31 00:00:00,152718.0,5718.0,38180.0,-108821.0
102,bfb9050dcf89,servicemaster consumer services limited,150 peabody,['IDB1470A000000'],['0014700000000D'],2016-12-31,2031-12-31 00:00:00,4862.0,0.0,1216.0,-3647.0
103,1e38894f48d8,solae llc,4272 mendenhall,['IDB1480A000000'],['0014800000000D'],2016-12-31,2027-12-31 00:00:00,5204.0,100.0,1301.0,-3803.0
104,113390cb3297,dawson logistic assets llc,4155 holmes,['IDB15200000000'],['0941000000172C'],2018-05-01,2033-05-01 00:00:00,557092.0,29235.0,131964.0,-395893.0
105,1e38894f48d8,solae llc,4272 mendenhall,['IDB1530A000000'],['0015300000000D'],2017-12-31,2028-12-31 00:00:00,101244.0,100.0,25311.0,-75833.0
106,6dbfe7607150,cyber graphics llc,4505 old lamar,['IDB1540A000000'],['0015400000000D'],2016-12-31,2027-12-31 00:00:00,62427.0,100.0,15607.0,-46720.0
107,29cce1529290,ikea u s east llc,7900 ikea way,['IDB1560A000000'],['0015600000000D'],2016-12-31,2027-12-31 00:00:00,40767.0,0.0,6489.0,-34278.0
108,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1580A000000'],['0015800000000D'],2017-12-31,2032-12-31 00:00:00,8833.0,100.0,2208.0,-6524.0
109,d436d1c9a0ff,wright medical technology inc,1023 cherry,['IDB1590A000000'],['0015900000000D'],2016-12-31,2031-12-31 00:00:00,5522.0,100.0,1381.0,-4042.0
110,7d861ba102d2,big box 5140 memphis oaks llc,4010 holmes,['IDB16000000000'],"['09410000001790', ' 09410000001800']",2018-04-30,2033-04-30 00:00:00,465553.0,18833.0,111662.0,-335057.0
111,e38fa1b9010b,southridge owner lp,4926 southridge,['IDB16100000000'],"['0937000000534C', ' 09430000005690']",2018-05-01,2033-05-01 00:00:00,227051.0,12304.0,53687.0,-161060.0
112,33206a8f8de4,tag american way real estate llc,4450 american,['IDB1670A000000'],['0016700000000D'],2017-12-31,2029-12-31 00:00:00,0.0,0.0,3546.0,3546.0
113,ccca1d1791fa,us industrial reit ii,5215 lamar,['IDB16800000000'],['9420000005460'],2018-04-30,2033-04-30 00:00:00,485543.0,18261.0,116820.0,-350461.0
114,d058ec7be44b,gpt industrial group owner i lp,6100 holmes,['IDB16900000000'],['9420000005070'],2018-06-04,2026-06-04 00:00:00,497923.0,17259.0,120166.0,-360498.0
115,33206a8f8de4,tag american way real estate llc,4430 american,['IDB17000000000'],"['07302200003710', ' 07302200003740']",2017-12-31,2029-12-31 00:00:00,322198.0,15968.0,75227.0,-231003.0
116,195e9f87e0c5,949 ridgeway investments llc,949 shady grove,['IDB17010000000'],['8002400000250'],2018-11-01,2032-11-01 00:00:00,401433.0,248595.0,43656.0,-109182.0
117,e146d453c8aa,hollywood feed llc,1341 warford,['IDB17020000000'],"['0430060000008C', ' 04300600000110']",2018-07-31,2028-07-31 00:00:00,15264.0,3180.0,3021.0,-9064.0
118,187ddd83a64c,federal express corporation,3851 airways,['IDB1703A000000'],['0017030000000D'],2016-12-31,2029-12-31 00:00:00,59235.0,100.0,14809.0,-44326.0
119,187ddd83a64c,federal express corporation,3851 airways,['IDB1704A000000'],['0017040000000D'],2017-12-31,2030-12-31 00:00:00,65425.0,100.0,16356.0,-48968.0
120,607b22baaadf,cargill inc,2330 bouy,['IDB1705A000000'],['0017050000000D'],2017-12-31,2024-12-31 00:00:00,179960.0,0.0,44990.0,-134970.0
121,e0e1128fc01f,premium guard incorporated,4770 hickory hill,['IDB1706A000000'],['0017060000000D'],2017-12-31,2027-12-31 00:00:00,1882.0,0.0,471.0,-1412.0
122,5d5de85746c2,wm barr company inc,2210 buoy,['IDB17090000000'],"['05010200000440', ' 0501130000002c', ' 0501130000006C', ' 0501130000015C']",2018-08-31,2027-08-31 00:00:00,114380.0,11908.0,25618.0,-76854.0
123,f44045c47845,technicolor videocassette of michigan,5215 lamar,['IDB1711A000000'],['0017110000000D'],2018-12-31,2033-12-31 00:00:00,4188.0,0.0,1047.0,-3141.0
124,f44045c47845,technicolor videocassette of michigan,5140 memphis oaks,['IDB1712A000000'],['0017120000000D'],2018-12-31,2033-12-31 00:00:00,4204.0,100.0,1051.0,-3053.0
125,f44045c47845,technicolor videocassette of michigan,4926 southridge,['IDB1713A000000'],['0017130000000D'],2018-12-31,2033-12-31 00:00:00,6054.0,0.0,1514.0,-4541.0
126,f44045c47845,technicolor videocassette of michigan,4155 holmes,['IDB1714A000000'],['0017140000000D'],2018-12-31,2033-12-31 00:00:00,3809.0,0.0,952.0,-2856.0
127,ef673d08f619,barrett distribution centers llc,6100 holmes,['IDB1715A000000'],['0017150000000D'],2018-06-04,2020-06-04 00:00:00,84462.0,0.0,21115.0,-63346.0
128,7f4876caedfb,mimeo com,3350 miac,['IDB1716A000000'],['0017160000000D'],2018-12-31,2033-12-31 00:00:00,18539.0,0.0,4635.0,-13904.0
129,e0e1128fc01f,premium guard incorporated,4770 hickory hill,['IDB1717A000000'],['0017170000000D'],2018-12-31,2028-12-31 00:00:00,1365.0,0.0,341.0,-1024.0
130,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1718A000000'],['0017180000000D'],2018-12-31,2033-12-31 00:00:00,13099.0,100.0,2456.0,-10543.0
131,824ee38734b1,franklin sports inc,5510 getwell,['IDB1719A000000'],['0017190000000D'],2018-12-31,2024-12-31 00:00:00,800.0,0.0,200.0,-600.0
132,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1720A000000'],['0017200000000D'],2018-03-31,2029-12-31 00:00:00,30718.0,100.0,7680.0,-22939.0
133,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1721A000000'],['0017210000000D'],2018-03-31,2025-12-31 00:00:00,97.0,100.0,24.0,28.0
134,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1722A000000'],['0017220000000D'],2018-03-31,2028-12-31 00:00:00,2253.0,100.0,563.0,-1589.0
135,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1723A000000'],['0017230000000D'],2018-03-31,2026-12-31 00:00:00,709.0,100.0,40.0,-569.0
136,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1724A000000'],['0017240000000D'],2018-03-31,2026-12-31 00:00:00,33.0,100.0,8.0,76.0
137,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1725A000000'],['0017250000000D'],2018-03-31,2027-03-31 00:00:00,185.0,100.0,46.0,-39.0
138,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1726A000000'],['0017260000000D'],2018-03-31,2025-12-31 00:00:00,37.0,100.0,9.0,73.0
139,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1727A000000'],['0017270000000D'],2018-03-31,2030-12-31 00:00:00,52.0,100.0,13.0,61.0
140,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1728A000000'],['0017280000000D'],2018-03-18,2028-12-31 00:00:00,15.0,100.0,4.0,89.0
141,d6645cf714fb,nucor steel memphis inc,2315 pier,['IDB1729A000000'],['0017290000000D'],2018-12-31,2023-12-31 00:00:00,35366.0,0.0,8842.0,-26525.0
142,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1732A000000'],['0017320000000D'],2018-03-18,2030-12-31 00:00:00,52932.0,100.0,13233.0,-39599.0
143,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1733A000000'],['0017330000000D'],2018-03-31,2029-12-31 00:00:00,24.0,100.0,6.0,82.0
144,a49992bda062,plaskolite tennessee llc,2665 fite,['IDB1734A000000'],['0017340000000D'],2018-03-31,2027-12-31 00:00:00,3203.0,100.0,801.0,-2302.0
145,607b22baaadf,cargill inc,2330 bouy,['IDB1735A000000'],['0017530000000D'],2018-12-31,2024-12-31 00:00:00,90131.0,0.0,22533.0,-67598.0
146,865f874fb5c8,impact innovations inc,6269 shelby,['IDB1736A000000'],['173600000000'],2018-12-31,2027-12-31 00:00:00,17643.0,100.0,4631.0,-12912.0
147,de755493f9de,ebrofrost north america inc,2360 prospect,['IDB1737A000000'],['0017310000000D'],2018-12-31,2026-12-31 00:00:00,23053.0,0.0,5763.0,-17290.0
148,f52229ec30dc,servicemaster global holdings inc,150 peabody,['IDB1738A000000'],['0017640000000D'],2018-12-31,2033-12-31 00:00:00,25109.0,0.0,6277.0,-18832.0
149,29d27c135c1a,onyx medical llc,1800 shelby oaks,['IDB1741A000000'],['0017520000000D'],2018-12-31,2028-12-31 00:00:00,36715.0,0.0,9179.0,-27536.0
150,e146d453c8aa,hollywood feed llc,1341 worford,['IDB1743A000000'],['0017510000000D'],2018-12-31,2028-12-31 00:00:00,30452.0,0.0,7613.0,-22839.0
151,b45ead15fee8,the greater memphis auto dealers,2785 mendenhall,['IDB17440000000'],['0740010A000060'],2019-04-18,2034-04-18 00:00:00,6102.0,5562.0,93.0,-447.0
152,8bdbd030e9a5,idig davenport llc,3292 holmes,['IDB17450000000'],['9410000002890'],2018-12-31,2031-12-31 00:00:00,545347.0,4238.0,136337.0,-404772.0
153,5d5de85746c2,wm barr company inc,6750 lenox center,['IDB1748A000000'],['0017600000000D'],2018-12-31,2027-12-31 00:00:00,90950.0,0.0,22738.0,-68213.0
154,187ddd83a64c,federal express corporation,5050 holmes,['IDB1750A000000'],"['0017500000000D', ' 0017540000000D']",2018-12-31,2031-12-31 00:00:00,78716.0,100.0,19679.0,-58937.0
155,fb8af707a0c0,american home shield corp,150 peabody,['IDB1755A000000'],['0017550000000D'],2018-12-31,2033-12-31 00:00:00,10785.0,0.0,2696.0,-8089.0
