,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
39,4bf8c5100b6a,harbor town centre,113 harbor town,['ICC03860000000'],"['0010010S000010', ' 0010010S000020', ' 0010010S000030', ' 0010010S000050', ' 0010010S000060', ' 0010010S000070', ' 0010010S000080', ' 0010010S000130', '']",1998-08-31,2024-08-31 00:00:00,7652.0,469.0,0.0,-7183.0
40,4d492ee75e30,1 south main llc wilmont hotel limited partnership,79 madison,['ICC03900000000'],"['00203800000020', ' 00203800000030', ' 00203800000060', ' 00203800000070']",2000-08-02,2024-08-02 00:00:00,240731.0,180548.0,0.0,-60183.0
41,1af5b6479ac0,9 so 2nd properties llc,21 second,['ICC03940000000'],['0020580000014C'],1998-02-17,2034-02-17 00:00:00,54201.0,7510.0,0.0,-46691.0
42,504de21a79cc,south bluffs a joint venture,605 rienzi,['ICC03950000000'],"['0020840D000080', ' 0020840D000090', ' 0020840D000100', ' 0020840D000110']",1998-04-29,2024-04-29 00:00:00,76657.0,1493.0,0.0,-75164.0
43,8a58d0b7e2dc,knickerbocker properties inc xxxix,1300 island,['ICC04120000000'],['6907700000260'],2000-04-25,2022-12-25 00:00:00,273726.0,9687.0,0.0,-264039.0
44,90e1a91133e4,parking authority city of memphis cnty of shelby,160 n main st,['ICC04190000000'],['0050050A000020'],1999-07-29,2024-07-29 00:00:00,97938.0,0.04,0.0,-97938.0
45,4eac4701a1ac,hotel peabody gp,150 peabody,['ICC0419B000000'],['0050050A000010'],1999-07-29,2024-07-29 00:00:00,66182.0,44124.0,0.0,-22059.0
46,76ff40a339c8,peabody place center gp,150 peabody,['ICC0419C000000'],['0050050A000030'],1999-07-29,2024-07-29 00:00:00,28476.0,18081.0,0.0,-10395.0
47,e8b281836a07,bristol apartments general partnership,1177 union,['ICC05030000000'],['0180410000003C'],2002-03-15,2022-03-15 00:00:00,286197.0,0.0,14310.0,-271887.0
48,124d4c3fb0d6,uptown square apartments lp,188 exchange,['ICC05570000000'],"['00104200000040', ' 00112000000010']",2003-02-20,2023-02-20 00:00:00,175918.0,3755.0,43041.0,-129122.0
49,214be7d5e0e7,renaissance village apartments lp,148 mill,['ICC05880000000'],"['0010630000002C', ' 0010640000001C']",2003-02-06,2023-02-06 00:00:00,33566.0,3090.0,7619.0,-22857.0
50,c845def023ff,raving fans legend land cattle company llc,39 main,['ICC05990000000'],"['00203900000060', ' 0020390C000010']",2002-07-02,2022-07-02 00:00:00,10076.0,0.0,2519.0,-7557.0
51,9d393c59ab0d,brars llc k a investments,469 second,['ICC06110000000'],"['00102300000020', ' 00102300000030', ' 00102300000040', ' 00102300000050', '']",2004-01-09,2022-01-09 00:00:00,42222.0,21564.0,5164.0,-15493.0
52,f365126aaa19,court square center llc,60 main,['ICC07120000000'],['201300000030'],2006-07-31,2026-07-31 00:00:00,67236.0,12163.0,13768.0,-41304.0
53,f365126aaa19,court square center llc,66 main,['ICC07160000000'],"['00201300000010', ' 00201300000020']",2006-07-31,2026-07-31 00:00:00,101038.0,5743.0,23824.0,-71472.0
54,9c60aefc18b4,frix properties,59 main,['ICC07180000000'],['203900000130'],2007-12-31,2022-12-31 00:00:00,9340.0,2313.0,1757.0,-5270.0
55,f7aee33cf5f8,66 south main lp,66 main,['ICC07210000000'],['205600000100'],2007-07-31,2022-07-31 00:00:00,9207.0,664.0,1171.0,-7372.0
56,ea04f6d73149,thg jefferson llc,75 jefferson,['ICC07230000000'],['0020060000002C'],2008-08-13,2028-08-13 00:00:00,161325.0,3671.0,39414.0,-118240.0
57,90e1a91133e4,parking authority city of memphis cnty of shelby,100 main,['ICC07250000000'],['0020530B000020'],2008-12-23,2023-12-23 00:00:00,37755.0,0.0,0.0,-37755.0
58,468725c9628c,100 south main partners,100 main,['ICC07260000000'],"['0020530B000010', ' 0020530B000030']",2008-12-23,2023-12-23 00:00:00,112054.0,3070.0,27246.0,-81738.0
59,ca2b7702b0f6,harbor view properties inc,1513 second,['ICC07270000000'],"['0390010000003C', ' 03900100000060', ' 03900100000130']",2008-12-30,2023-12-30 00:00:00,132710.0,597.0,33028.0,-99085.0
60,236c06e85209,finard court square llc,30 second,['ICC07280000000'],['202500000010'],2008-08-28,2023-08-28 00:00:00,28963.0,2327.0,6659.0,-19977.0
61,3ba10ae2a5e3,legends park commercial i lp,0 pauline,['ICC07290000000'],['5101700000090'],2008-11-12,2023-11-12 00:00:00,40878.0,379.0,10125.0,-30374.0
62,18e918539497,washburn partners downtown developers llc,56 main,['ICC07300000000'],"['00205600000060', ' 00205600000070', ' 00205600000080']",2008-10-14,2023-10-14 00:00:00,61897.0,8285.0,13403.0,-40209.0
63,129ab94e175b,115 union ave llc,115 union,['ICC07330000000'],['205300000020'],2011-03-29,2021-03-29 00:00:00,29104.0,29104.0,0.0,0.0
64,6f5204b3b1a0,memphis commerce square partners llc,40 main,['ICC07360000000'],['0020560000001Z'],2010-12-23,2030-12-23 00:00:00,250860.0,61208.0,47413.0,-142239.0
65,90e1a91133e4,parking authority city of memphis cnty of shelby,61 second,['ICC07370000000'],['0020550000002C'],2010-12-23,2030-12-23 00:00:00,63663.0,14.0,0.0,-63649.0
66,f26dc5a380c1,109 south second partnership,109 second,['ICC07380000000'],['205300000130'],2011-04-07,2024-04-07 00:00:00,79863.0,3486.0,19094.0,-57283.0
67,78574db4e795,alpha front st proerties printer s alley llc,347 front,['ICC07400000000'],['0020960000003C'],2012-08-07,2022-08-07 00:00:00,34672.0,13869.0,7893.0,-12910.0
68,0934c0e79054,nail bar on the island llc,113 harbor town,['ICC07410000000'],['0010010S000040'],2012-02-14,2024-08-31 00:00:00,2978.0,66.0,0.0,-2911.0
69,dd45941d9c72,tenn street partners,505 tennessee,['ICC07430000000'],['0020830D000040'],1999-05-06,2024-05-05 00:00:00,5625.0,3769.0,0.0,-1856.0
70,cf583f66031e,south junction partners,7 georgia,['ICC07440000000'],"['00208800000140', ' 01206800000010', ' 01206800000020']",2013-08-14,2028-08-14 00:00:00,201156.0,3528.0,49407.0,-148221.0
71,8f3ca4e15b65,195 madison avenue llc,195 madison,['ICC07450000000'],['206000000030'],2013-12-19,2028-12-23 00:00:00,76408.0,3591.0,18204.0,-54613.0
72,48a2ac7d8b90,the james lee house llc,690 adams,['ICC07460000000'],['2300400000160'],2013-06-04,2023-06-04 00:00:00,27519.0,888.0,6658.0,-19973.0
73,dc7ce7643bd1,main street apartment partners llc,0 main,['ICC07480000000'],"['00212500000100', ' 00212500000110', ' 00212500000120']",2014-07-18,2034-07-18 00:00:00,345181.0,6615.0,84641.0,-253924.0
74,8451488467b0,south junction partners ii,0 carolina,['ICC07490000000'],"['00209000000030', ' 0020900000006C', ' 0020910000011C']",2015-08-14,2028-08-14 00:00:00,120516.0,3856.0,29165.0,-87495.0
75,b9908af75879,crosstown building owner llc,0 claybrook,['ICC07500000000'],"['02001200000020', ' 02001600000160', ' 02001600000170', ' 02001600000180', ' 02001700000020', ' 02001700000030', ' 02001700000040', ' 02001700000050', ' 02001700000060', ' 02001700000070', ' 02001700000080', ' 02001700000090', ' 02001700000100', ' 02001700000110', ' 02001700000120', '']",2014-12-29,2029-12-29 00:00:00,629721.0,33086.0,149159.0,-447476.0
76,ce1971b08202,annex lofts llc,345 front st,['ICC07510000000'],['209600000020'],2014-05-30,2023-11-30 00:00:00,27685.0,3884.0,5950.0,-17851.0
77,0ae944875f30,self tucker properties llc,480 dr ml king,['ICC07520000000'],"['00701100000350', ' 00701100000360']",2015-04-29,2025-04-29 00:00:00,49417.0,7501.0,10479.0,-31436.0
78,7e5736238d11,cendown ltd,85 second,['ICC07530000000'],"['00205300000070', ' 00205300000080', ' 00205300000090']",2015-02-13,2024-02-13 00:00:00,20313.0,13353.0,2489.0,-4471.0
79,b36a374412c9,knowledge quest,1044 lauderdale,['ICC07550000000'],['2503100000010'],2015-04-29,2025-04-29 00:00:00,873.0,1003.0,0.0,130.0
80,3ca87133a4f9,alpha 266 properties llc,266 front,['ICC07560000000'],"['0021010000016C', ' 00210100000170', ' 00210100000180']",2016-09-22,2026-03-22 00:00:00,108145.0,4871.0,25818.0,-77455.0
81,22ae70b09a89,navin partners llc,251 court,['ICC07570000000'],['202600000100'],2017-05-31,2032-05-31 00:00:00,5516.0,10937.0,98.0,5519.0
82,087741533e71,walk off properties llc,240 madison,['ICC07580000000'],['202600000110'],2017-05-31,2032-05-31 00:00:00,80900.0,13652.0,16812.0,-50436.0
83,3ec0a3b9501f,parking authority city of memphis cnty of shelby rise parking garage,400 monroe,['ICC07590000000'],['700100000060'],2018-05-09,2038-05-09 00:00:00,59508.0,1732.0,0.0,-57776.0
84,a708a89421ec,south main hotel llc,477 main,['ICC07600000000'],['210700000020'],2018-08-10,2033-08-13 00:00:00,48257.0,48257.0,0.0,0.0
85,797aa66d1bda,mhf memphis vi llc,164 union,['ICC07610000000'],['0020540000003C'],2018-07-20,2032-07-20 00:00:00,249139.0,19235.0,57476.0,-172428.0
86,065273f079b2,158 vance llc,158 vance,['ICC07620000000'],"['0021300000009C', ' 0021300000011C']",2017-12-07,2024-12-06 00:00:00,34304.0,10411.0,5973.0,-17920.0
87,c50cd24907e6,495 tn partners,11 tennessee,['ICC07630000000'],['209200000310'],2018-07-16,2036-03-08 00:00:00,240021.0,5147.0,58719.0,-176156.0
88,a07f7deef1be,ha memphis holdings 138 huling llc,138 huling,['ICC07640000000'],"['00211900000030', ' 00211900000040']",2018-08-30,2028-08-30 00:00:00,108198.0,3602.0,26149.0,-78447.0
89,60ec8abb3984,river hawk properties llc,407 monroe,['ICC07650000000'],"['00700400000070', ' 00700400000080']",2018-02-16,2038-02-16 00:00:00,22668.0,3627.0,4760.0,-14281.0
90,5b697ebea493,495 tennessee llc,11 mina,['ICC07660000000'],"['00209200000290', ' 00208300000190', ' 00209200000300', ' 00209200000290']",2016-03-08,2036-03-08 00:00:00,403064.0,9735.0,98332.0,-294997.0
91,f9631c725774,18 s main mem llc,18 main,['ICC07670000000'],['205700000060'],2019-06-14,2030-12-14 00:00:00,7204.0,3885.0,830.0,-2490.0
92,70f3a693c484,desoto pointe partners llc icc0768,360 metal museum dr,['ICC07680000000'],['1200800000120'],2019-06-21,2039-06-21 00:00:00,6997.0,1707.0,1322.0,-3967.0
93,1b4312df0cad,33 beale street hotel company llc icc0769,0 wagner pl,['ICC07690000000'],"['0020990000002C', ' 00209900000080']",2019-07-02,2039-07-02 00:00:00,200745.0,10917.0,48988.0,-140840.0
94,2e3c8b3fdeaa,flats at overton square pmt investments llc,0 diana,['ICC07700000000'],"['01706400000090', ' 01706400000100']",2019-01-30,2027-01-30 00:00:00,20457.0,835.0,4905.0,-14716.0
95,ddcdb7a26292,pkg properties llc,435 madison,['ICC07710000000'],['700200000030'],2018-12-31,2038-12-31 00:00:00,9248.0,9675.0,238.0,665.0
96,b9f05e0ede21,pkg properties llc chestnut cycle shop,421 monroe,['ICC07720000000'],['0070040000010C'],2018-12-31,2038-12-31 00:00:00,2544.0,2892.0,25.0,374.0
97,ddcdb7a26292,pkg properties llc,0 monroe,['ICC07730000000'],['0070040000003C'],2018-12-31,2038-12-31 00:00:00,2803.0,3327.0,4.0,528.0
98,561a359fe604,266 lofts llc,276 front,['ICC07740000000'],['210100000180'],2017-09-26,2026-09-22 00:00:00,107491.0,5564.0,25482.0,-76445.0
99,bd4445b7140d,filament llc,663 cooper,['ICC07750000000'],"['03002800000130', ' 0300280000013C', ' 03002800000140']",2018-08-31,2022-08-31 00:00:00,16700.0,5582.0,7847.0,-3271.0
100,f348c1cf1add,999 cooper street partners llc,999 cooper,['ICC07760000000'],['3112000000100'],2017-12-18,2025-12-31 00:00:00,35122.0,1074.0,8512.0,-25536.0
101,046bf2b66dc3,belz harbour llc,1835 union,['ICC07770000000'],"['01604300000200', ' 01604300000210']",2017-12-28,2032-12-28 00:00:00,350827.0,26260.0,81142.0,-243425.0
102,caf7282e7b12,blue suede properties llc icc0778,400 s main st,['ICC07780000000'],['0021100B00001C'],2020-07-30,2035-07-30 00:00:00,29865.0,24891.0,1243.0,-3730.0
103,b31ea2bef9e4,peabody falls llc icc0779,2017 peabody ave,['ICC07790000000'],"['01605900000340', ' 01605900000380', ' 01605900000410']",2020-06-30,2032-06-30 00:00:00,17632.0,18708.0,312.0,1388.0
104,39d1f61aea35,poplar arts loft llc,1935 poplar,['ICC07800000000'],"['01705800000010', ' 01705800000020', ' 01705800000030', ' 01705800000040', ' 01705800000420', '']",2020-03-11,2033-03-11 00:00:00,178550.0,7901.0,42662.0,-127987.0
105,8665f473e644,wf 40 huling llc,40 huling,['ICC07810000000'],"['00207600000010', ' 0020760000001Z']",2021-09-22,2032-09-22 00:00:00,44667.0,28621.0,4011.0,-12034.0
106,74cff0f7a86f,wh bakery llc,0 monroe ave,['ICC07820000000'],['700100000080'],2018-09-13,2038-09-13 00:00:00,299709.0,2307.0,74350.0,-223051.0
107,b39884512460,1030 poplar llc,1030 poplar,['ICC07900000000'],['0200900000007C'],2021-06-15,2034-06-15 00:00:00,6722.0,6722.0,0.0,0.0
108,e2575a08316d,caruthers group llc,2035 madison,['ICC07910000000'],['0170640000003C'],2021-06-30,2031-06-30 00:00:00,8773.0,8773.0,0.0,0.0
109,73a4b508c5ff,parachute investment company llc,80 virginia,['ICC07920000000'],"['01204700000110', ' 0120470000007C']",2020-10-13,2029-04-13 00:00:00,3115.0,2976.0,100.0,-39.0
110,cc43ef20dbe8,malone park commons llc,97 saffarans ave,['ICC07930000000'],"['00106100000110', ' 00106100000120', ' 00106100000170', ' 00106100000230', ' 00106100000240', ' 00106100000250']",2020-08-14,2033-08-14 00:00:00,15403.0,1526.0,3469.0,-10408.0
111,39faba597497,parking authority of the city of memphis and county of,2h8e3lb fy r toennnte ssstee,['ICC07940000000'],['209800000090'],2019-06-07,2039-06-07 00:00:00,47598.0,5325.0,0.0,-42273.0
112,48a940b16c93,the landing residences llc,275 front st,['ICC07950000000'],['209800000100'],2019-06-07,2039-06-07 00:00:00,206603.0,28422.0,32632.0,-145548.0
113,35cee94aed6f,aquaserve,61 keel ave,['ICC07960000000'],['105200000010'],2021-03-05,2034-03-05 00:00:00,10143.0,3763.0,1595.0,-4785.0
114,545dd52981de,wiseacre llc,394 s 3rd st,['ICC07970000000'],"['00501800000150', ' 00501800000090', ' 0050180000016C', ' 00501800000080', ' 00501800000070', ' 0050180000010C']",2019-05-21,2034-05-21 00:00:00,81212.0,5965.0,18812.0,-56435.0
115,abe629cdbbdb,november 6 investments,64 s main st,['ICC07980000000'],['205600000090'],2019-04-17,2032-04-16 00:00:00,2735.0,2994.0,0.0,259.0
116,83fb10c4842e,orion federal credit union,400 monroe ave,['ICC07990000000'],['700100000060'],2018-01-31,2038-01-31 00:00:00,59508.0,4916.0,49909.0,-4683.0
117,c6b4238b8beb,99 105 front street llc,99 s front st,['ICC08000000000'],['0020410000009C'],2020-09-30,2039-09-30 00:00:00,17628.0,18502.0,443.0,1316.0
118,d2517062b903,wolf river harbor holdings llc,46 keel ave,['ICC08010000000'],['104600000010'],2021-01-14,2041-01-14 00:00:00,161592.0,15758.0,1604.0,-144230.0
119,5903f8604d7e,tch memphis llc,380 beale st,['ICC08020000000'],['500600000290'],2021-03-31,2034-03-31 00:00:00,5211.0,6327.0,0.0,1116.0
120,a91c364d5ca6,189 barksdale llc,189 s barksdale st,['ICC08030000000'],['1605100000060'],2021-04-29,2033-04-29 00:00:00,3570.0,3570.0,0.0,0.0
121,811ef8806200,7v devco llc,7 vance ave,['ICC08040000000'],['0020750000001C'],2021-10-27,2041-04-27 00:00:00,6836.0,7947.0,0.0,1112.0
122,b1fff5fac201,cabigao investments,345 s main,['ICC08050000000'],"['00210300000050', ' 00210300000140']",2021-06-30,2034-06-30 00:00:00,3420.0,4027.0,10.0,617.0
123,51898eb27d45,245 front street hotel company llc,245 s front st,['ICC08060000000'],['209900000010'],2022-12-01,2039-07-02 00:00:00,6125.0,1048.0,0.0,-5077.0
